Initializing I2C devices...									
Testing device connections...									
ax	ay	az			0		INC_ax	INC_ay	INC_az
140	95	2500	22	-			65	-9	214
205	86	2714	22	-			64	1	171
269	87	2885	22	-			16	-19	148
285	68	3033	22	-			12	9	85
297	77	3118	22	-			-123	70	224
174	147	3342	22	-			-22	1	-123
152	148	3219	22	-			-55	14	-53
97	162	3166	22	-			-1	-21	-41
96	141	3125	22	-			12	-54	-86
108	87	3039	22	-			16	-45	-81
124	42	2958	22	-			-19	-20	-76
105	22	2882	22	-			-57	-22	-88
48	0	2794	22	-			-74	-25	-68
-26	-25	2726	22	-			-25	-4	-68
-51	-29	2658	22	-			-91	-28	-123
-142	-57	2535	22	-			-53	-12	-67
-195	-69	2468	22	-			-27	7	-99
-222	-62	2369	22	-			5	-13	-65
-217	-75	2304	22	-			-23	-12	-70
-240	-87	2234	22	-			-21	-16	-66
-261	-103	2168	22	-			9	-19	-35
-252	-122	2133	22	-			-15	-6	-59
-267	-128	2074	22	-			-59	7	20
-326	-121	2094	22	-			47	21	-122
-279	-100	1972	22	-			-6	38	12
-285	-62	1984	22	-			21	15	-45
-264	-47	1939	22	-			11	27	-27
-253	-20	1912	22	-			14	33	2
-239	13	1914	22	-			40	-8	11
-199	5	1925	22	-			16	13	-13
-183	18	1912	22	-			12	11	16
-171	29	1928	22	-			15	-4	15
-156	25	1943	22	-			16	9	6
-140	34	1949	22	-			27	0	49
-113	34	1998	22	-			4	-13	45
-109	21	2043	22	-			32	21	28
-77	42	2071	22	-			43	9	46
-34	51	2117	22	-			42	5	55
8	56	2172	22	-			9	15	50
17	71	2222	22	-			29	6	43
46	77	2265	22	-			13	26	54
59	103	2319	22	-			8	9	18
67	112	2337	22	-			14	44	50
81	156	2387	22	-			20	39	34
101	195	2421	22	-			-6	21	38
95	216	2459	22	-			-10	6	6
85	222	2465	22	-			-1	27	15
84	249	2480	22	-			3	1	16
87	250	2496	22	-			-9	-7	2
78	243	2498	22	-			-2	-9	-39
76	234	2459	22	-			-1	-18	-22
75	216	2437	22	-			-13	-2	-9
62	214	2428	22	-			-42	-6	-13
20	208	2415	22	-			-8	-14	-42
12	194	2373	22	-			-34	-19	-4
-22	175	2369	22	-			-22	0	-22
-44	175	2347	22	-			-15	-40	-8
-59	135	2339	22	-			16	-34	-26
-43	101	2313	22	-			-6	-36	-18
-49	65	2295	22	-			5	-10	-11
-44	55	2284	22	-			7	-29	-3
-37	26	2281	22	-			1	-16	-18
-36	10	2263	22	-			8	22	-7
-28	32	2256	22	-			-9	17	4
-37	49	2260	22	-			-15	29	-6
-52	78	2254	22	-			4	6	-17
-48	84	2237	22	-			-4	8	-13
-52	92	2224	22	-			-507	1470	-16305
-559	1562	-14081	23	Z+			-2978	-1163	14699
-3537	399	618	23	-			3377	-1200	2932
-160	-801	3550	23	-			-2533	1208	-4376
-2693	407	-826	23	-			2565	-873	3880
-128	-466	3054	23	-			562	1645	-4385
434	1179	-1331	23	-			-555	-53	1968
-121	1126	637	23	-			-153	-61	-900
-274	1065	-263	23	-			-181	-950	1092
-455	115	829	23	-			-158	-525	570
-613	-410	1399	23	-			-30	-57	205
-643	-467	1604	23	-			18	-57	158
-625	-524	1762	23	-			173	112	255
-452	-412	2017	23	-			288	188	252
-164	-224	2269	23	-			179	150	158
15	-74	2427	23	-			218	168	210
233	94	2637	23	-			112	41	218
345	135	2855	23	-			50	-43	122
395	92	2977	23	-			2	-52	111
397	40	3088	23	-			9	4	127
406	44	3215	23	-			-153	98	86
253	142	3301	23	-			-45	140	28
208	282	3329	23	-			-161	59	-51
47	341	3278	23	-			-77	42	-109
-30	383	3169	23	-			47	-19	-4
17	364	3165	23	-			-2	-22	-60
15	342	3105	23	-			-5	-82	-87
10	260	3018	23	-			-104	-44	-192
-94	216	2826	23	-			-70	-83	-172
-164	133	2654	23	-			-29	-47	-102
-193	86	2552	23	-			-80	-81	-177
-273	5	2375	23	-			-59	-39	-158
-332	-34	2217	23	-			-33	-33	-88
-365	-67	2129	23	-			-27	1	-123
-392	-66	2006	23	-			-31	-22	-108
-423	-88	1898	23	-			-49	-36	-69
-472	-124	1829	23	-			76	54	-199
-396	-70	1630	23	-			-103	0	-24
-499	-70	1606	23	-			6	-21	-7
-493	-91	1599	23	-			34	19	-38
-459	-72	1561	23	-			31	34	-22
-428	-38	1539	23	-			22	12	7
-406	-26	1546	23	-			55	46	13
-351	20	1559	23	-			37	26	37
-314	46	1596	23	-			52	42	43
-262	88	1639	23	-			28	18	60
-234	106	1699	23	-			33	12	54
-201	118	1753	23	-			16	12	61
-185	130	1814	23	-			31	38	61
-154	168	1875	23	-			24	14	52
-130	182	1927	23	-			19	0	73
-111	182	2000	23	-			14	18	61
-97	200	2061	23	-			19	19	52
-78	219	2113	23	-			10	18	76
-68	237	2189	23	-			20	-5	68
-48	232	2257	23	-			4	6	44
-44	238	2301	23	-			35	-14	35
-9	224	2336	23	-			24	0	20
15	224	2356	23	-			18	11	41
33	235	2397	23	-			17	-20	38
50	215	2435	23	-			-13	-8	12
37	207	2447	23	-			-5	12	12
32	219	2459	23	-			-2	5	11
30	224	2470	23	-			-17	-3	-21
13	221	2449	23	-			-22	19	0
-9	240	2449	23	-			-7	-8	-11
-16	232	2438	23	-			-19	-11	-7
-35	221	2431	23	-			-15	4	-52
-50	225	2379	23	-			-22	-20	-25
-72	205	2354	23	-			-8	14	-21
-80	219	2333	23	-			-19	-35	-41
-99	184	2292	23	-			-22	-18	-53
-121	166	2239	23	-			-10	-13	-55
-131	153	2184	23	-			-9	-23	-25
-140	130	2159	23	-			-16	-23	-60
-156	107	2099	23	-			-32	-16	-21
-188	91	2078	23	-			3	-39	-32
-185	52	2046	23	-			13	-37	-29
-172	15	2017	23	-			-6	0	-7
-178	15	2010	23	-			7	-7	-39
-171	8	1971	23	-			4	-4	-5
-167	4	1966	23	-			-1	-14	-12
-168	-10	1954	23	-			12	10	-19
-156	0	1935	23	-			11	-7	-2
-145	-7	1933	23	-			17	4	-4
-128	-3	1929	23	-			5	-9	18
-123	-12	1947	23	-			22	14	8
-101	2	1955	23	-			6	20	-10
-95	22	1945	23	-			26	18	18
-69	40	1963	23	-			13	-6	12
-56	34	1975	23	-			9	26	-17
-47	60	1958	23	-			31	14	23
-16	74	1981	23	-			6	-3	13
-10	71	1994	23	-			15	4	1
5	75	1995	23	-			14	10	-3
19	85	1992	23	-			10	-19	-8
29	66	1984	23	-			-1	-9	-17
28	57	1967	23	-			3	-29	18
31	28	1985	23	-			13	-1	-7
44	27	1978	23	-			2	-17	-1
46	10	1977	23	-			7	-16	-9
53	-6	1968	23	-			-7	-10	-16
46	-16	1952	23	-			7	-17	3
53	-33	1955	23	-			5	-4	-1
58	-37	1954	23	-			0	-34	14
58	-71	1968	23	-			10	-1	-14
68	-72	1954	23	-			-1	-22	-16
67	-94	1938	23	-			0	5	-17
67	-89	1921	23	-			12	-4	32
79	-93	1953	23	-			6	-19	12
85	-112	1965	23	-			-4	16	-2
81	-96	1963	23	-			-6	-4	6
75	-100	1969	23	-			21	17	0
96	-83	1969	23	-			-5	18	12
91	-65	1981	23	-			-9	10	11
82	-55	1992	23	-			-8	33	7
74	-22	1999	23	-			3	29	18
77	7	2017	23	-			3	-18	4
80	-11	2021	23	-			8	53	25
88	42	2046	23	-			-12	3	1
76	45	2047	23	-			-7	21	6
69	66	2053	23	-			14	-3	7
83	63	2060	23	-			-6	23	-1
77	86	2059	23	-			-9	25	15
68	111	2074	23	-			8	9	18
76	120	2092	23	-			-13	17	-1
63	137	2091	23	-			17	14	0
80	151	2091	23	-			-8	22	11
72	173	2102	23	-			8	4	27
80	177	2129	23	-			-8	13	-6
72	190	2123	23	-			-14	19	24
58	209	2147	23	-			-18	-11	-8
40	198	2139	23	-			-3	-15	16
37	183	2155	23	-			-34	13	-19
3	196	2136	23	-			12	-17	6
15	179	2142	23	-			9	-6	12
24	173	2154	23	-			-10	8	-7
14	181	2147	23	-			-9	-8	-3
5	173	2144	23	-			-22	-7	2
-17	166	2146	23	-			-4	1	-2
-21	167	2144	23	-			1	-3	-5
-20	164	2139	23	-			-8	-10	-8
-28	154	2131	23	-			4	-12	-17
-24	142	2114	23	-			-12	-6	3
-36	136	2117	23	-			-20	-19	-6
-56	117	2111	23	-			-6	-11	-20
-62	106	2091	23	-			-6	5	-8
-68	111	2083	23	-			10	-9	15
-58	102	2098	23	-			-17	-6	3
-75	96	2101	23	-			7	11	-15
-68	107	2086	23	-			-16	0	-4
-84	107	2082	23	-			7	-8	-12
-77	99	2070	23	-			-4	3	-5
-81	102	2065	23	-			1	-10	-15
-80	92	2050	23	-			2	9	2
-78	101	2052	23	-			-3	-7	-14
-81	94	2038	23	-			2	-2	2
-79	92	2040	23	-			-11	-3	4
-90	89	2044	23	-			-7	-9	-6
-97	80	2038	23	-			-2	13	8
-99	93	2046	23	-			13	8	-1
-86	101	2045	23	-			12	-8	8
-74	93	2053	23	-			8	19	-6
-66	112	2047	23	-			-3	11	16
-69	123	2063	23	-			-14	19	12
-83	142	2075	23	-			19	7	-2
-64	149	2073	23	-			3	9	10
-61	158	2083	23	-			9	16	8
-52	174	2091	23	-			7	1	9
-45	175	2100	23	-			2	-2	-4
-43	173	2096	23	-			8	2	17
-35	175	2113	23	-			-4	20	4
-39	195	2117	23	-			14	22	-11
-25	217	2106	23	-			-6	10	21
-31	227	2127	23	-			13	11	27
-18	238	2154	23	-			-9	1	-15
-27	239	2139	23	-			2	-14	-10
-25	225	2129	23	-			7	4	3
-18	229	2132	23	-			-17	-20	-31
-35	209	2101	23	-			-1	-6	-1
-36	203	2100	23	-			2	4	-15
-34	207	2085	23	-			-3	-10	-5
-37	197	2080	23	-			-2	-9	-21
-39	188	2059	23	-			-30	-27	12
-69	161	2071	23	-			8	0	-26
-61	161	2045	23	-			7	1	-10
-54	162	2035	23	-			13	-24	-15
-41	138	2020	23	-			5	-2	5
-36	136	2025	23	-			-7	2	4
-43	138	2029	23	-			9	-2	-10
-34	136	2019	23	-			12	-1	29
-22	135	2048	23	-			-24	17	-13
-46	152	2035	23	-			6	-2	6
-40	150	2041	23	-			10	11	-20
-30	161	2021	23	-			8	15	7
-22	176	2028	23	-			-10	12	17
-32	188	2045	23	-			-2	6	-2
-34	194	2043	23	-			-2	-14	-31
-36	180	2012	23	-			2	5	11
-34	185	2023	23	-			-2	-10	-17
-36	175	2006	23	-			21	-11	-11
-15	164	1995	23	-			-5	-14	-3
-20	150	1992	23	-			1	-1	-20
-19	149	1972	23	-			-1	-27	7
-20	122	1979	23	-			-2	10	-3
-22	132	1976	23	-			-2	-32	-32
-24	100	1944	23	-			1	2	14
-23	102	1958	23	-			-6	-4	-28
-29	98	1930	23	-			14	-16	-3
-15	82	1927	23	-			-19	-13	-6
-34	69	1921	23	-			12	-12	25
-22	57	1946	23	-			19	8	-8
-3	65	1938	23	-			7	-3	28
4	62	1966	23	-			-2	-15	6
2	47	1972	23	-			-1	13	-10
1	60	1962	23	-			-14729	2711	2106
-14728	2771	4068	24	X+			16319	-613	-3275
1591	2158	793	24	-			1635	-2037	23
3226	121	816	24	-			-815	-512	605
2411	-391	1421	24	-			-1119	120	546
1292	-271	1967	24	-			-1512	528	549
-220	257	2516	24	-			-407	113	7
-627	370	2523	24	-			104	-41	-62
-523	329	2461	24	-			287	-279	-95
-236	50	2366	24	-			235	-148	-95
-1	-98	2271	24	-			271	-158	50
270	-256	2321	24	-			189	-137	56
459	-393	2377	24	-			45	4	26
504	-389	2403	24	-			137	80	5
641	-309	2408	24	-			10	25	3
651	-284	2411	24	-			-129	5	-13
522	-279	2398	24	-			2	58	-68
524	-221	2330	24	-			-128	12	-51
396	-209	2279	24	-			-141	481	-104
255	272	2175	24	-			-196	144	44
59	416	2219	24	-			-131	83	42
-72	499	2261	24	-			-156	50	39
-228	549	2300	24	-			-83	-27	-42
-311	522	2258	24	-			77	-79	-142
-234	443	2116	24	-			53	-74	-70
-181	369	2046	24	-			45	-155	-135
-136	214	1911	24	-			94	-152	-38
-42	62	1873	24	-			34	-107	-29
-8	-45	1844	24	-			-2	-97	-8
-10	-142	1836	24	-			11	-51	-1
1	-193	1835	24	-			15	-77	-11
16	-270	1824	24	-			-33	8	2
-17	-262	1826	24	-			22	-19	-28
5	-281	1798	24	-			-3	25	-39
2	-256	1759	24	-			4	41	-8
6	-215	1751	24	-			-20	21	-20
-14	-194	1731	24	-			-32	34	-4
-46	-160	1727	24	-			-3	24	-33
-49	-136	1694	24	-			-36	28	13
-85	-108	1707	24	-			4	42	11
-81	-66	1718	24	-			41	34	1
-40	-32	1719	24	-			-46	38	29
-86	6	1748	24	-			51	24	-13
-35	30	1735	24	-			25	46	36
-10	76	1771	24	-			-1	7	2
-11	83	1773	24	-			41	16	19
30	99	1792	24	-			7	-13	44
37	86	1836	24	-			-2	1	24
35	87	1860	24	-			19	-30	2
54	57	1862	24	-			35	-23	43
89	34	1905	24	-			-29	-5	9
60	29	1914	24	-			34	-31	20
94	-2	1934	24	-			6	21	28
100	19	1962	24	-			14	-10	25
114	9	1987	24	-			2	-5	-2
116	4	1985	24	-			-8	13	29
108	17	2014	24	-			31	3	15
139	20	2029	24	-			-44	9	26
95	29	2055	24	-			17	13	-19
112	42	2036	24	-			-10	5	16
102	47	2052	24	-			-10	9	4
92	56	2056	24	-			25	18	-4
117	74	2052	24	-			-24	10	34
93	84	2086	24	-			7	3	14
100	87	2100	24	-			-21	8	2
79	95	2102	24	-			22	2	25
101	97	2127	24	-			-7	30	23
94	127	2150	24	-			-6	11	10
88	138	2160	24	-			17	27	13
105	165	2173	24	-			-13	-1	12
92	164	2185	24	-			-19	9	14
73	173	2199	24	-			-12	-3	-30
61	170	2169	24	-			16	-18	-11
77	152	2158	24	-			-25	4	15
52	156	2173	24	-			-5	-33	-18
47	123	2155	24	-			1	-16	-20
48	107	2135	24	-			-27	-11	7
21	96	2142	24	-			8	-2	-42
29	94	2100	24	-			3	-8	-18
32	86	2082	24	-			-107	-22	-4
-75	64	2078	24	-			-12089	5194	-1169
-12164	5258	909	25	X+			13484	-3101	18
1320	2157	927	25	-			1066	-2144	747
2386	13	1674	25	-			-634	-142	445
1752	-129	2119	25	-			-1028	250	154
724	121	2273	25	-			-998	412	-1
-274	533	2272	25	-			-229	-6	-59
-503	527	2213	25	-			80	-235	80
-423	292	2293	25	-			91	-216	108
-332	76	2401	25	-			241	-242	47
-91	-166	2448	25	-			244	-192	87
153	-358	2535	25	-			251	-73	123
404	-431	2658	25	-			80	2	48
484	-429	2706	25	-			78	106	66
562	-323	2772	25	-			47	75	-15
609	-248	2757	25	-			-21	67	-4
588	-181	2753	25	-			107	51	-53
695	-130	2700	25	-			-84	7	-47
611	-123	2653	25	-			-96	21	-79
515	-102	2574	25	-			-63	-25	-202
452	-127	2372	25	-			-272	13	-146
180	-114	2226	25	-			-162	9	-59
18	-105	2167	25	-			-301	37	-26
-283	-68	2141	25	-			-141	84	-80
-424	16	2061	25	-			-45	37	-34
-469	53	2027	25	-			86	36	-72
-383	89	1955	25	-			179	-21	-48
-204	68	1907	25	-			95	-9	-50
-109	59	1857	25	-			24	-60	-24
-85	-1	1833	25	-			27	-39	-37
-58	-40	1796	25	-			48	-85	-11
-10	-125	1785	25	-			-25	-27	12
-35	-152	1797	25	-			30	-27	-1
-5	-179	1796	25	-			-18	-20	-25
-23	-199	1771	25	-			-35	15	-3
-58	-184	1768	25	-			23	6	1
-35	-178	1769	25	-			-30	27	-2
-65	-151	1767	25	-			4	28	0
-61	-123	1767	25	-			-24	1	19
-85	-122	1786	25	-			16	41	-10
-69	-81	1776	25	-			13	21	3
-56	-60	1779	25	-			-34	42	29
-90	-18	1808	25	-			44	21	30
-46	3	1838	25	-			22	56	16
-24	59	1854	25	-			23	58	34
-1	117	1888	25	-			17	23	28
16	140	1916	25	-			26	5	15
42	145	1931	25	-			-14	-10	27
28	135	1958	25	-			34	6	21
62	141	1979	25	-			33	-15	5
95	126	1984	25	-			-8	-28	48
87	98	2032	25	-			27	10	28
114	108	2060	25	-			-1	-18	20
113	90	2080	25	-			5	-20	22
118	70	2102	25	-			-12	-2	15
106	68	2117	25	-			-14	40	19
92	108	2136	25	-			33	15	8
125	123	2144	25	-			-19	5	13
106	128	2157	25	-			-14	0	-13
92	128	2144	25	-			-4	14	-15
88	142	2129	25	-			-22	7	-18
66	149	2111	25	-			-31	-10	-21
35	139	2090	25	-			12	9	-9
47	148	2081	25	-			-22	-15	-42
25	133	2039	25	-			-15	-3	-4
10	130	2035	25	-			8	0	-15
18	130	2020	25	-			-36	22	-3
-18	152	2017	25	-			-15	-2	-25
-33	150	1992	25	-			-18	-7	-9
-51	143	1983	25	-			-2	-18	7
-53	125	1990	25	-			7	-7	2
-46	118	1992	25	-			-3381	-533	-212
-3427	-415	1780	25	-			283	5116	-3156
-3144	4701	-1376	25	-			5490	-3196	1412
2346	1505	36	25	-			32	-1749	1070
2378	-244	1106	25	-			-1134	199	544
1244	-45	1650	25	-			-1576	234	308
-332	189	1958	25	-			-563	263	217
-895	452	2175	25	-			-65	-26	15
-960	426	2190	25	-			161	-178	2
-799	248	2192	25	-			293	-239	77
-506	9	2269	25	-			299	-123	141
-207	-114	2410	25	-			271	-56	89
64	-170	2499	25	-			276	41	187
340	-129	2686	25	-			140	5	167
480	-124	2853	25	-			47	80	130
527	-44	2983	25	-			155	57	-12
682	13	2971	25	-			30	17	66
712	30	3037	25	-			25	-21	-31
737	9	3006	25	-			65	-48	-70
802	-39	2936	25	-			-60	-54	-29
742	-93	2907	25	-			-27	-8	-159
715	-101	2748	25	-			-27	228	-172
688	127	2576	25	-			-173	177	-96
515	304	2480	25	-			-210	151	-28
305	455	2452	25	-			-338	106	46
-33	561	2498	25	-			-162	-17	-7
-195	544	2491	25	-			-258	-70	-33
-453	474	2458	25	-			13	-96	-140
-440	378	2318	25	-			104	-106	-160
-336	272	2158	25	-			70	-148	-143
-266	124	2015	25	-			51	-51	-45
-215	73	1970	25	-			66	-116	-101
-149	-43	1869	25	-			44	-112	-105
-105	-155	1764	25	-			-3	-56	10
-108	-211	1774	25	-			18	-69	-42
-90	-280	1732	25	-			3	-59	-40
-87	-339	1692	25	-			-2	-3	-35
-89	-342	1657	25	-			-5	-19	-29
-94	-361	1628	25	-			-1	19	-55
-95	-342	1573	25	-			9	6	-1
-86	-336	1572	25	-			-51	24	23
-137	-312	1595	25	-			38	27	-23
-99	-285	1572	25	-			-13	27	2
-112	-258	1574	25	-			-20	53	20
-132	-205	1594	25	-			39	55	19
-93	-150	1613	25	-			14	51	37
-79	-99	1650	25	-			51	54	66
-28	-45	1716	25	-			20	76	68
-8	31	1784	25	-			53	35	15
45	66	1799	25	-			35	42	74
80	108	1873	25	-			-5	20	31
75	128	1904	25	-			30	22	40
105	150	1944	25	-			27	-14	42
132	136	1986	25	-			-27	-24	53
105	112	2039	25	-			-7	-12	61
98	100	2100	25	-			35	-24	53
133	76	2153	25	-			-8	6	20
125	82	2173	25	-			1	-11	50
126	71	2223	25	-			57	24	19
183	95	2242	25	-			-42	4	42
141	99	2284	25	-			5	41	6
146	140	2290	25	-			6	31	8
152	171	2298	25	-			-18	39	-11
134	210	2287	25	-			-30	-4	23
104	206	2310	25	-			-19	20	-55
85	226	2255	25	-			-10	-3	-19
75	223	2236	25	-			-26	13	-9
49	236	2227	25	-			-20	-21	-33
29	215	2194	25	-			-18	-23	-19
11	192	2175	25	-			-39	-24	-46
-28	168	2129	25	-			-22	-8	-6
-50	160	2123	25	-			-5	-23	-36
-55	137	2087	25	-			-1	-32	-50
-56	105	2037	25	-			-56	-30	1
-112	75	2038	25	-			10	-6	-25
-102	69	2013	25	-			-14351	5100	703
-14453	5169	2716	26	X+			16311	-3362	-1973
1858	1807	743	26	-			691	-1657	540
2549	150	1283	26	-			-926	-15	675
1623	135	1958	26	-			-1102	152	289
521	287	2247	26	-			-1065	347	274
-544	634	2521	26	-			-167	-94	-109
-711	540	2412	26	-			149	-106	-133
-562	434	2279	26	-			70	-153	11
-492	281	2290	26	-			329	-234	-109
-163	47	2181	26	-			300	-158	-2
137	-111	2179	26	-			198	-179	81
335	-290	2260	26	-			18	-54	53
353	-344	2313	26	-			17	16	86
370	-328	2399	26	-			27	21	52
397	-307	2451	26	-			-49	88	45
348	-219	2496	26	-			99	76	27
447	-143	2523	26	-			-6	5	-7
441	-138	2516	26	-			-41	104	-46
400	-34	2470	26	-			-53	-26	-48
347	-60	2422	26	-			-126	10	-78
221	-50	2344	26	-			-84	34	-52
137	-16	2292	26	-			-369	78	80
-232	62	2372	26	-			-97	50	-73
-329	112	2299	26	-			-43	20	-42
-372	132	2257	26	-			25	51	-99
-347	183	2158	26	-			175	8	-115
-172	191	2043	26	-			115	-27	-101
-57	164	1942	26	-			75	-51	-11
18	113	1931	26	-			9	-53	-60
27	60	1871	26	-			35	-95	-39
62	-35	1832	26	-			-47	-84	7
15	-119	1839	26	-			-47	-17	-35
-32	-136	1804	26	-			-3	-28	-32
-35	-164	1772	26	-			-17	-18	-2
-52	-182	1770	26	-			-24	-11	-24
-76	-193	1746	26	-			22	4	-43
-54	-189	1703	26	-			22	16	-9
-32	-173	1694	26	-			-38	-2	0
-70	-175	1694	26	-			7	27	-22
-63	-148	1672	26	-			5	-9	2
-58	-157	1674	26	-			-43	24	12
-101	-133	1686	26	-			21	40	42
-80	-93	1728	26	-			27	17	8
-53	-76	1736	26	-			34	49	41
-19	-27	1777	26	-			34	43	17
15	16	1794	26	-			8	14	25
23	30	1819	26	-			41	8	27
64	38	1846	26	-			-24	15	66
40	53	1912	26	-			47	3	20
87	56	1932	26	-			26	10	31
113	66	1963	26	-			-5	-24	57
108	42	2020	26	-			4	12	33
112	54	2053	26	-			20	-22	33
132	32	2086	26	-			8	-11	32
140	21	2118	26	-			1	11	32
141	32	2150	26	-			36	-1	-5
177	31	2145	26	-			-30	32	39
147	63	2184	26	-			-12	17	17
135	80	2201	26	-			-8	17	-15
127	97	2186	26	-			-13	17	-4
114	114	2182	26	-			-20	32	-8
94	146	2174	26	-			-1	11	-31
93	157	2143	26	-			16	18	-4
109	175	2139	26	-			-59	7	-8
50	182	2131	26	-			-39	20	-10
11	202	2121	26	-			10	-7	-24
21	195	2097	26	-			-54	10	-10
-33	205	2087	26	-			-2	-12	-3
-35	193	2084	26	-			1	17	-41
-34	210	2043	26	-			-4	-3	0
-38	207	2043	26	-			-26	-20	-24
-64	187	2019	26	-			-527	-87	42
-591	100	2061	26	-			-12633	2978	1308
-13224	3078	3369	27	X+			14452	-529	-2828
1228	2549	541	27	-			1672	-2111	616
2900	438	1157	27	-			-1063	-403	780
1837	35	1937	27	-			-1898	367	600
-61	402	2537	27	-			-692	168	225
-753	570	2762	27	-			-85	7	-34
-838	577	2728	27	-			184	-57	-209
-654	520	2519	27	-			261	-125	-157
-393	395	2362	27	-			258	-115	-133
-135	280	2229	27	-			332	-168	-51
197	112	2178	27	-			233	-230	13
430	-118	2191	27	-			-34	-143	33
396	-261	2224	27	-			-61	-59	96
335	-320	2320	27	-			49	14	34
384	-306	2354	27	-			-13	-1	76
371	-307	2430	27	-			37	50	-36
408	-257	2394	27	-			-24	42	12
384	-215	2406	27	-			-23	-11	-17
361	-226	2389	27	-			-42	23	-35
319	-203	2354	27	-			-40	10	-64
279	-193	2290	27	-			-37	53	-75
242	-140	2215	27	-			-145	57	-25
97	-83	2190	27	-			-218	230	64
-121	147	2254	27	-			-192	80	4
-313	227	2258	27	-			-116	44	-22
-429	271	2236	27	-			56	3	-77
-373	274	2159	27	-			111	-13	-98
-262	261	2061	27	-			153	-35	-90
-109	226	1971	27	-			91	-75	-54
-18	151	1917	27	-			65	-55	-34
47	96	1883	27	-			13	-107	-5
60	-11	1878	27	-			1	-62	-7
61	-73	1871	27	-			-4	-58	-35
57	-131	1836	27	-			-30	-42	3
27	-173	1839	27	-			-19	-33	-13
8	-206	1826	27	-			-45	-18	-25
-37	-224	1801	27	-			47	-23	-28
10	-247	1773	27	-			-35	3	-17
-25	-244	1756	27	-			-10	5	16
-35	-239	1772	27	-			38	6	-29
3	-233	1743	27	-			-50	24	12
-47	-209	1755	27	-			12	28	7
-35	-181	1762	27	-			0	56	2
-35	-125	1764	27	-			37	17	23
2	-108	1787	27	-			-3	67	29
-1	-41	1816	27	-			18	16	39
17	-25	1855	27	-			36	31	7
53	6	1862	27	-			-26	29	25
27	35	1887	27	-			36	-9	18
63	26	1905	27	-			-19	7	46
44	33	1951	27	-			25	-4	24
69	29	1975	27	-			3	-8	25
72	21	2000	27	-			17	22	32
89	43	2032	27	-			-4	-18	36
85	25	2068	27	-			-28	49	27
57	74	2095	27	-			56	-4	-6
113	70	2089	27	-			-20	33	61
93	103	2150	27	-			1	21	8
94	124	2158	27	-			-6	3	8
88	127	2166	27	-			2	30	4
90	157	2170	27	-			-17	14	14
73	171	2184	27	-			-24	15	-12
49	186	2172	27	-			25	2	-10
74	188	2162	27	-			-29	13	-1
45	201	2161	27	-			-18	-15	-48
27	186	2113	27	-			9	4	25
36	190	2138	27	-			-28	-12	-2
8	178	2136	27	-			-30	12	-44
-22	190	2092	27	-			-14	-12	-7
-36	178	2085	27	-			-7	5	-12
-43	183	2073	27	-			-32	-22	-22
-75	161	2051	27	-			-7244	713	-160
-7319	874	1891	28	X+			1335	4454	-1993
-5984	5328	-102	28	-			8479	-4106	252
2495	1222	150	28	-			-247	-1081	1416
2248	141	1566	28	-			-1332	329	281
916	470	1847	28	-			-1442	186	342
-526	656	2189	28	-			-254	40	132
-780	696	2321	28	-			-100	19	-36
-880	715	2285	28	-			133	-275	-60
-747	440	2225	28	-			219	-226	-12
-528	214	2213	28	-			255	-169	20
-273	45	2233	28	-			253	-101	50
-20	-56	2283	28	-			170	-23	149
150	-79	2432	28	-			85	-79	123
235	-158	2555	28	-			9	7	71
244	-151	2626	28	-			112	85	84
356	-66	2710	28	-			65	33	60
421	-33	2770	28	-			51	1	64
472	-32	2834	28	-			123	20	36
595	-12	2870	28	-			-35	-40	24
560	-52	2894	28	-			-22	-42	-102
538	-94	2792	28	-			-68	-5	-93
470	-99	2699	28	-			-93	-7	-125
377	-106	2574	28	-			-209	125	-139
168	19	2435	28	-			-309	112	-51
-141	131	2384	28	-			-98	34	-19
-239	165	2365	28	-			-136	87	-58
-375	252	2307	28	-			0	56	-115
-375	308	2192	28	-			130	9	-100
-245	317	2092	28	-			127	-35	-113
-118	282	1979	28	-			25	-57	-47
-93	225	1932	28	-			40	-49	-94
-53	176	1838	28	-			4	-80	-22
-49	96	1816	28	-			-39	-61	-5
-88	35	1811	28	-			22	-70	-31
-66	-35	1780	28	-			-4	-52	-41
-70	-87	1739	28	-			-5	-41	-28
-75	-128	1711	28	-			14	-20	-27
-61	-148	1684	28	-			3	-41	-25
-58	-189	1659	28	-			25	-39	-30
-33	-228	1629	28	-			-23	-9	21
-56	-237	1650	28	-			39	-26	-32
-17	-263	1618	28	-			24	28	-11
7	-235	1607	28	-			-21	5	22
-14	-230	1629	28	-			23	39	11
9	-191	1640	28	-			-7	33	35
2	-158	1675	28	-			4	41	28
6	-117	1703	28	-			9	24	37
15	-93	1740	28	-			39	33	32
54	-60	1772	28	-			30	33	36
84	-27	1808	28	-			1	23	34
85	-4	1842	28	-			50	6	35
135	2	1877	28	-			-19	16	47
116	18	1924	28	-			30	-25	20
146	-7	1944	28	-			-2	-11	55
144	-18	1999	28	-			20	-9	42
164	-27	2041	28	-			-8	-16	34
156	-43	2075	28	-			29	30	48
185	-13	2123	28	-			6	13	8
191	0	2131	28	-			-31	9	16
160	9	2147	28	-			11	17	14
171	26	2161	28	-			-23	26	34
148	52	2195	28	-			-13	-6	-10
135	46	2185	28	-			-3	21	-12
